source,target,traffic,time,weight,dist
Aeropuerto Internacional El Dorado,Centro Comercial Gran Plaza Bosa,0.0,0.5676265270506108,0.9617609864578771,0.39413445940726627
Aeropuerto Internacional El Dorado,Centro Comercial Hacienda Santa Barbara,0.0,0.4544066317626527,0.9439655575293185,0.4895589257666658
Aeropuerto Internacional El Dorado,Hospital Simon Bolivar,0.0,0.6223821989528796,1.2597640770588097,0.6373818781059299
Aeropuerto Internacional El Dorado,Universidad del bosque,0.0,0.4790575916230366,1.0060292938657434,0.5269717022427067
Aeropuerto Internacional El Dorado,Hospital Fontibon,0.13121652639632747,0.2275305410122164,0.46874526500362074,0.10999819759507685
Aeropuerto Internacional El Dorado,Centro Comercial Atlantis Plaza,0.0,0.44851657940663175,0.8300342043519159,0.38151762494528413
Aeropuerto Internacional El Dorado,Clinica Nueva,0.0,0.42539267015706805,0.7950916685349037,0.36969899837783554
Aeropuerto Internacional El Dorado,Clinica Shaio,0.0,0.3307155322862129,0.6296830117516712,0.2989674794654582
Aeropuerto Internacional El Dorado,Centro Comercial Plaza Central,0.0,0.29908376963350786,0.5672301249132669,0.268146355279759
Aeropuerto Internacional El Dorado,Clinica Orquideas,0.0,0.5150523560209425,1.0107909558098036,0.49573859978886115
Unicentro Bogotá Centro Comercial,Universidad Del Rosario,0.0,0.4655322862129145,0.8599499806795314,0.3944176944666169
Unicentro Bogotá Centro Comercial,Clinica Santa Fé,0.0,0.1055846422338569,0.16058374103139533,0.05499909879753843
Unicentro Bogotá Centro Comercial,Hospital Universitario San Ignacio,0.0,0.39419720767888305,0.7181151210089549,0.32391791333007186
Unicentro Bogotá Centro Comercial,Drogueria Colsubsidio Usaquen,0.0,0.13568935427574172,0.20271306877480189,0.06702371449906018
Unicentro Bogotá Centro Comercial,El Cubo Colsubsidio,0.0,0.29079406631762655,0.5453451387485558,0.2545510724309293
Unicentro Bogotá Centro Comercial,Clinica del Country,0.0,0.2425828970331588,0.418935344441558,0.1763524474083992
Unicentro Bogotá Centro Comercial,Los Cobos Medical Center,0.0,0.08180628272251309,0.13268559883858796,0.05087931611607488
Unicentro Bogotá Centro Comercial,Centro de Salud el Carmen,0.0,0.543848167539267,1.0423161233545977,0.49846795581533077
Unicentro Bogotá Centro Comercial,Hospital de Kennedy,0.0,0.6389616055846422,1.1142815324584996,0.4753199268738574
Unicentro Bogotá Centro Comercial,Hospital de Suba,0.0,0.36540139616055844,0.656567037172995,0.2911656410124366
Unicentro Bogotá Centro Comercial,Clinica Santa Maria del Lago,0.0,0.3387870855148342,0.548123543016701,0.20933645750186677
Unicentro Bogotá Centro Comercial,Clinica Universitaria de Colombia,0.0,0.4363001745200698,0.8221693199226499,0.38586914540258
Unicentro Bogotá Centro Comercial,Universidad Nacional de Colombia,0.0,0.3878708551483421,0.7014378144912368,0.31356695934289464
Unicentro Bogotá Centro Comercial,Universidad de los Andes,0.0,0.45658813263525305,0.8605070759109952,0.4039189432757422
Unicentro Bogotá Centro Comercial,Centro comercial Mazuren,0.0,0.23974694589877835,0.4077053360936955,0.1679583901949172
Unicentro Bogotá Centro Comercial,Compensar Autopista Sur,0.0,0.6226003490401396,1.225092817562425,0.6024924685222854
Unicentro Bogotá Centro Comercial,Universidad Javeriana,0.0,0.3784904013961606,0.6987005103129152,0.32021010891675467
Unicentro Bogotá Centro Comercial,Clinica Del Bosque,0.0,0.10034904013961606,0.1658278361331274,0.06547879599351135
Unicentro Bogotá Centro Comercial,Fundacion Cardio Infantil,0.0,0.23058464223385688,0.39195138013843245,0.16136673790457554
Unicentro Bogotá Centro Comercial,Clinica de Marly,0.0,0.35602094240837695,0.6036198815643364,0.2475989391559595
Unicentro Bogotá Centro Comercial,Clinica Reina Sofia,0.0,0.08900523560209424,0.1192598896690922,0.030254654066997965
Unicentro Bogotá Centro Comercial,Centro Comercial Centro Mayor,0.0,0.4794938917975567,0.9452095752952522,0.4657156834976955
Unicentro Bogotá Centro Comercial,Centro Comercial Santafé,0.1954858454475899,0.3370418848167539,0.7768823405586507,0.24435461029430697
Unicentro Bogotá Centro Comercial,Centro Comercial Gran Estación,0.0,0.4349912739965096,0.8161484179571656,0.3811571439606561
Unicentro Bogotá Centro Comercial,Centro Comercial Andino,0.0,0.2892670157068063,0.46935301617028186,0.18008600046347556
Unicentro Bogotá Centro Comercial,Plaza de las Americas,0.0,0.6012216404886562,1.1520365850003333,0.550814944511677
Unicentro Bogotá Centro Comercial,Centro Comercial Bulevar Niza,0.0,0.22971204188481675,0.37506312461520275,0.14535108273038597
Unicentro Bogotá Centro Comercial,Galerias Centro Comercial,0.0,0.33726003490401396,0.6006171428165716,0.2633571079125576
Unicentro Bogotá Centro Comercial,Clinica Cafam,0.0,0.3483856893542757,0.5956756448091255,0.24728995545484975
Unicentro Bogotá Centro Comercial,Clinica del Occidente,0.0,0.5497382198952879,1.0695260510871925,0.5197878311919046
Unicentro Bogotá Centro Comercial,Terminal del Norte,0.44452945677123185,0.30017452006980805,0.9673009848488674,0.22259700800782758
Unicentro Bogotá Centro Comercial,Terminal Salitre,0.0,0.4336823734729494,0.7577547786535761,0.32407240518062674
Unicentro Bogotá Centro Comercial,Terminal del sur,0.0,0.6345986038394416,1.2452791404411359,0.6106805366016943
Unicentro Bogotá Centro Comercial,Hospital Militar Central,0.0,0.3475130890052356,0.6172816087158208,0.26976851971058524
Unicentro Bogotá Centro Comercial,Clinica Colombia,0.0,0.4336823734729494,0.8155862280446208,0.38190385457167136
Unicentro Bogotá Centro Comercial,Hospital San Jose,0.08033664881407804,0.4989092495636998,1.0084757565027618,0.42922985812498393
Unicentro Bogotá Centro Comercial,Centro Comercial Titan Plaza,0.0,0.281195462478185,0.4546125647260414,0.17341710224785642
Unicentro Bogotá Centro Comercial,Centro Comercial el Edén,0.0,0.4860383944153578,0.8602949023845624,0.3742565079692046
Unicentro Bogotá Centro Comercial,Centro Comercial Palatino,0.0,0.11212914485165794,0.18883434865215748,0.07670520380049953
Unicentro Bogotá Centro Comercial,Centro Comercial Hayuelos,0.0,0.5032722513089005,0.8957587976435814,0.39248654633468083
Unicentro Bogotá Centro Comercial,Compensar Avenida 68,0.0,0.375,0.6967035301387852,0.32170353013878517
Unicentro Bogotá Centro Comercial,Compensar Calle 220,0.0,0.3470767888307155,0.672513872024577,0.3254370831938615
Unicentro Bogotá Centro Comercial,Cafam Floresta,0.0,0.26527050610820246,0.42411387712038157,0.1588433710121791
Unicentro Bogotá Centro Comercial,Cafam Club Norte,0.44452945677123185,0.4042321116928447,1.2642416518896757,0.4154800834255993
Unicentro Bogotá Centro Comercial,Hospital de Bosa,0.0,0.800174520069808,1.4124514724605695,0.6122769523907614
Unicentro Bogotá Centro Comercial,Hospital La Misericordia,0.0,0.49585514834205935,0.9320886370255312,0.43623348868347195
Unicentro Bogotá Centro Comercial,Centro Comercial Portal 80,0.0,0.3702006980802792,0.6262709403749982,0.256070242294719
Unicentro Bogotá Centro Comercial,Centro Comercial Gran Plaza Bosa,0.0,0.743891797556719,1.4203858624947934,0.6764940649380745
Unicentro Bogotá Centro Comercial,Centro Comercial Hacienda Santa Barbara,0.0,0.1337260034904014,0.21213061764700464,0.07840461415660324
Unicentro Bogotá Centro Comercial,Hospital Simon Bolivar,0.0,0.2020069808027923,0.35737428517748654,0.15536730437469423
Unicentro Bogotá Centro Comercial,Universidad del bosque,0.0,0.07700698080279232,0.12670185939794643,0.049694878595154104
Unicentro Bogotá Centro Comercial,Hospital Fontibon,0.0,0.5722076788830716,1.0003818426959303,0.4281741638128589
Unicentro Bogotá Centro Comercial,Centro Comercial Atlantis Plaza,0.0,0.25218150087260033,0.4258818381798074,0.17370033730720705
Unicentro Bogotá Centro Comercial,Clinica Nueva,0.0,0.2718150087260035,0.46183998490850986,0.19002497618250638
Unicentro Bogotá Centro Comercial,Clinica Shaio,0.0,0.19066317626527052,0.3017170681724724,0.1110538919072019
Unicentro Bogotá Centro Comercial,Centro Comercial Plaza Central,0.0,0.506544502617801,0.9022753778141344,0.3957308751963334
Unicentro Bogotá Centro Comercial,Clinica Orquideas,0.0,0.1974258289703316,0.34818412647013847,0.15075829749980688
Universidad Del Rosario,Clinica Santa Fé,0.0,0.39637870855148344,0.7490321060847636,0.3526533975332801
Universidad Del Rosario,Hospital Universitario San Ignacio,0.0,0.17473821989528796,0.27623936570984625,0.10150114581455828
Universidad Del Rosario,Drogueria Colsubsidio Usaquen,0.0,0.38263525305410123,0.7316065948158232,0.34897134176172206
Universidad Del Rosario,El Cubo Colsubsidio,0.013389441469013007,0.2731239092495637,0.4836707006683668,0.19715734994979014
Universidad Del Rosario,Clinica del Country,0.013389441469013007,0.3782722513089005,0.6967573489820488,0.30509565620413526
Universidad Del Rosario,Los Cobos Medical Center,0.013389441469013007,0.4258289703315881,0.8411289610191298,0.4019105492185287
Universidad Del Rosario,Centro de Salud el Carmen,0.0,0.4075043630017452,0.7369839829517928,0.32947961995004765
Universidad Del Rosario,Hospital de Kennedy,0.0,0.5058900523560209,0.9157054345946078,0.40981538223858693
Universidad Del Rosario,Hospital de Suba,0.0,0.5968586387434555,1.141648401083492,0.5447897623400365
Universidad Del Rosario,Clinica Santa Maria del Lago,0.0,0.4236474694589878,0.7653576942446303,0.34171022478564256
Universidad Del Rosario,Clinica Universitaria de Colombia,0.036342769701606735,0.3091186736474695,0.6137622904793901,0.2683008471303139
Universidad Del Rosario,Universidad Nacional de Colombia,0.0,0.23472949389179756,0.41030948204742235,0.17557998815562478
Universidad Del Rosario,Universidad de los Andes,0.0,0.07024432809773123,0.09527200788762231,0.025027679789891084
Universidad Del Rosario,Centro comercial Mazuren,0.013389441469013007,0.5126527050610821,1.0137471700901024,0.4877050235600072
Universidad Del Rosario,Compensar Autopista Sur,0.3003060443764346,0.4919284467713787,1.12416023206498,0.33192574091716665
Universidad Del Rosario,Universidad Javeriana,0.0,0.15903141361256545,0.2567990063720474,0.09776759275948194
Universidad Del Rosario,Clinica Del Bosque,0.013389441469013007,0.44589877835951136,0.8757982489244895,0.4165100290959652
Universidad Del Rosario,Fundacion Cardio Infantil,0.013389441469013007,0.5445026178010471,1.07420382382448,0.5163117645544197
Universidad Del Rosario,Clinica de Marly,0.0,0.23232984293193717,0.4045625076588728,0.17223266472693566
Universidad Del Rosario,Clinica Reina Sofia,0.013389441469013007,0.41579406631762655,0.8082035144812865,0.37902000669464686
Universidad Del Rosario,Centro Comercial Centro Mayor,0.28806426931905127,0.35602094240837695,0.8556875497041,0.21160233797667172
Universidad Del Rosario,Centro Comercial Santafé,0.013389441469013007,0.5935863874345549,1.171077072562965,0.564101243659397
Universidad Del Rosario,Centro Comercial Gran Estación,0.0,0.2894851657940663,0.5076276587775614,0.2181424929834951
Universidad Del Rosario,Centro Comercial Andino,0.013389441469013007,0.4190663176265271,0.747825123361575,0.31536936426603496
Universidad Del Rosario,Plaza de las Americas,0.03136954858454476,0.46575043630017454,0.8917436684854093,0.39462368360069006
Universidad Del Rosario,Centro Comercial Bulevar Niza,0.013389441469013007,0.47665794066317624,0.9185820269296762,0.42853464479748693
Universidad Del Rosario,Galerias Centro Comercial,0.013389441469013007,0.2615619546247818,0.4429870322139895,0.16803563612019465
Universidad Del Rosario,Clinica Cafam,0.0,0.243673647469459,0.39342774794065916,0.14975410047120014
Universidad Del Rosario,Clinica del Occidente,0.03136954858454476,0.41470331588132636,0.8096694347467889,0.3635965702809177
Universidad Del Rosario,Terminal del Norte,0.013389441469013007,0.5231239092495636,1.0788569920914943,0.5423436413729176
Universidad Del Rosario,Terminal Salitre,0.0,0.331151832460733,0.6422469221947495,0.3110950897340165
Universidad Del Rosario,Terminal del sur,0.3003060443764346,0.5015270506108203,1.1419469039838304,0.34011380899657545
Universidad Del Rosario,Hospital Militar Central,0.0,0.19851657940663175,0.3584156447309359,0.15989906532430415
Universidad Del Rosario,Clinica Colombia,0.0279265493496557,0.2982111692844677,0.5906020181423244,0.26446429950820094
Universidad Del Rosario,Hospital San Jose,0.3684009181331293,0.225130890052356,0.6767256697092899,0.08319386152380462
Universidad Del Rosario,Centro Comercial Titan Plaza,0.0,0.39725130890052357,0.7607191359726455,0.36346782707212194
Universidad Del Rosario,Centro Comercial el Edén,0.0,0.38045375218150085,0.7417329447040952,0.36127919252259444
Universidad Del Rosario,Centro Comercial Palatino,0.0,0.46335078534031415,0.877878169020825,0.41452738368051084
Universidad Del Rosario,Centro Comercial Hayuelos,0.0,0.3970331588132635,0.776516641059575,0.3794834822463115
Universidad Del Rosario,Compensar Avenida 68,0.0,0.3006108202443281,0.5466648408947388,0.24605402065041068
Universidad Del Rosario,Compensar Calle 220,0.013389441469013007,0.6082024432809773,1.2780792550412075,0.6564873702912172
Universidad Del Rosario,Cafam Floresta,0.0,0.3830715532286213,0.7229793730911236,0.33990781986250224
Universidad Del Rosario,Cafam Club Norte,0.013389441469013007,0.6450698080279232,1.31474063065408,0.656281381157144
Universidad Del Rosario,Hospital de Bosa,0.03136954858454476,0.6921902268760908,1.2971365192873985,0.5735767438267632
Universidad Del Rosario,Hospital La Misericordia,0.28806426931905127,0.2318935427574171,0.6027396953321267,0.08278188325565826
Universidad Del Rosario,Centro Comercial Portal 80,0.0,0.4779668411867365,0.9314776684905962,0.4535108273038597
Universidad Del Rosario,Centro Comercial Gran Plaza Bosa,0.3003060443764346,0.600130890052356,1.2935156995239319,0.3930787650951412
Universidad Del Rosario,Centro Comercial Hacienda Santa Barbara,0.0,0.3702006980802792,0.7128636226110102,0.342662924530731
Universidad Del Rosario,Hospital Simon Bolivar,0.0,0.5538830715532286,1.0470725558079341,0.49318948425470555
Universidad Del Rosario,Universidad del bosque,0.013389441469013007,0.42168411867364747,0.8358254204820276,0.4007518603393671
Universidad Del Rosario,Hospital Fontibon,0.0,0.46575043630017454,0.8809472846664232,0.4151968483662487
Universidad Del Rosario,Centro Comercial Atlantis Plaza,0.0,0.3841623036649215,0.6330229262670792,0.24886062260215774
Universidad Del Rosario,Clinica Nueva,0.0,0.35602094240837695,0.5910030471023544,0.2349821046939774
Universidad Del Rosario,Clinica Shaio,0.0,0.4618237347294939,0.8782307692584225,0.4164070345289286
Universidad Del Rosario,Centro Comercial Plaza Central,0.03136954858454476,0.3739092495636998,0.6974228875475288,0.2921440893992842
Universidad Del Rosario,Clinica Orquideas,0.013389441469013007,0.4664048865619546,0.9502735102541053,0.4704791822231377
Clinica Santa Fé,Hospital Universitario San Ignacio,0.0,0.3331151832460733,0.6078789394579331,0.27476375621185983
Clinica Santa Fé,Drogueria Colsubsidio Usaquen,0.0,0.08573298429319372,0.12129185856257602,0.03555887426938229
Clinica Santa Fé,El Cubo Colsubsidio,0.0,0.2779232111692845,0.5253676584746891,0.24744444730540463
Clinica Santa Fé,Clinica del Country,0.0,0.29472076788830714,0.48974098057208804,0.19502021268378092
Clinica Santa Fé,Los Cobos Medical Center,0.0,0.052137870855148344,0.08965364189822582,0.037515771043077475
Clinica Santa Fé,Centro de Salud el Carmen,0.0,0.5325043630017452,1.0237112018409964,0.4912068388392512
Clinica Santa Fé,Hospital de Kennedy,0.0,0.6367801047120419,1.1956543740943322,0.5588742693822901
Clinica Santa Fé,Hospital de Suba,0.0,0.4256108202443281,0.7368604018288996,0.3112495815845714
Clinica Santa Fé,Clinica Santa Maria del Lago,0.0,0.387434554973822,0.6797846335071793,0.29235007853335737
Clinica Santa Fé,Clinica Universitaria de Colombia,0.0,0.4258289703315881,0.8044112501163294,0.37858227978474135
Clinica Santa Fé,Universidad Nacional de Colombia,0.0,0.375,0.6814345855756109,0.3064345855756109
Clinica Santa Fé,Universidad de los Andes,0.0,0.41492146596858637,0.7563484556948783,0.34142698972629193
Clinica Santa Fé,Centro comercial Mazuren,0.0,0.23909249563699825,0.42105814694889154,0.1819656513118933
Clinica Santa Fé,Compensar Autopista Sur,0.0,0.6143106457242583,1.20967074047926,0.5953600947550016
Clinica Santa Fé,Universidad Javeriana,0.0,0.3174083769633508,0.5884385801201343,0.2710302031567835
Clinica Santa Fé,Clinica Del Bosque,0.0,0.07089877835951135,0.12301402928002529,0.052115250920513945
Clinica Santa Fé,Fundacion Cardio Infantil,0.0,0.2006980802792321,0.34870127311081023,0.14800319283157815
Clinica Santa Fé,Clinica de Marly,0.0,0.325043630017452,0.5579915920124567,0.23294796199500475
Clinica Santa Fé,Clinica Reina Sofia,0.0,0.15794066317626526,0.24973457104762503,0.09179390787135978
Clinica Santa Fé,Centro Comercial Centro Mayor,0.0,0.47164048865619546,0.9302237983866072,0.4585833097304117
Clinica Santa Fé,Centro Comercial Santafé,0.0,0.37521815008726006,0.6331680432303968,0.2579498931431367
Clinica Santa Fé,Centro Comercial Gran Estación,0.0,0.42168411867364747,0.7957088888670198,0.3740247701933723
Clinica Santa Fé,Centro Comercial Andino,0.0,0.2831588132635253,0.414811618578045,0.13165280531451967
Clinica Santa Fé,Plaza de las Americas,0.0,0.5914048865619547,1.1350874573063479,0.5436825707443932
Clinica Santa Fé,Centro Comercial Bulevar Niza,0.0,0.28883071553228623,0.45426573883480703,0.1654350233025208
Clinica Santa Fé,Galerias Centro Comercial,0.0,0.3241710296684119,0.5803957638136857,0.25622473414527386
Clinica Santa Fé,Clinica Cafam,0.0,0.33987783595113435,0.5770485751946393,0.2371707392435049
Clinica Santa Fé,Clinica del Occidente,0.0,0.5410122164048866,1.0536676738295074,0.5126554574246208
Clinica Santa Fé,Terminal del Norte,0.1729150726855394,0.3158813263525305,0.7487031889549017,0.25990678991683186
Clinica Santa Fé,Terminal Salitre,0.0,0.4744764397905759,0.9068476322101757,0.43237119241959987
Clinica Santa Fé,Terminal del sur,0.0,0.6291448516579407,1.2327187631341103,0.6035739114761697
Clinica Santa Fé,Hospital Militar Central,0.0,0.28643106457242584,0.50701967852304,0.2205886139506141
Clinica Santa Fé,Clinica Colombia,0.0,0.4205933682373473,0.7953648490417349,0.37477148080438755
Clinica Santa Fé,Hospital San Jose,0.12050497322111706,0.5013089005235603,1.0439113581023773,0.4220974843577001
Clinica Santa Fé,Centro Comercial Titan Plaza,0.0,0.2914485165794066,0.520843166011649,0.22939464943224244
Clinica Santa Fé,Centro Comercial el Edén,0.0,0.5277050610820244,1.0102603562902022,0.48255529520817775
Clinica Santa Fé,Centro Comercial Palatino,0.0,0.09773123909249563,0.16581064790368083,0.06807940881118521
Clinica Santa Fé,Centro Comercial Hayuelos,0.0,0.5427574171029669,1.0402211758896909,0.497463758786724
Clinica Santa Fé,Compensar Avenida 68,0.0,0.36169284467713786,0.6762897496903983,0.31459690501326054
Clinica Santa Fé,Compensar Calle 220,0.0,0.3324607329842932,0.6492462725470812,0.31678553956278804
Clinica Santa Fé,Cafam Floresta,0.0,0.28403141361256545,0.45366346552182724,0.16963205190926178
Clinica Santa Fé,Cafam Club Norte,0.21078806426931906,0.44262652705061084,1.0272848696627475,0.37387027834281744
Clinica Santa Fé,Hospital de Bosa,0.0,0.818935427574171,1.5415968071863966,0.7226613796122254
Clinica Santa Fé,Hospital La Misericordia,0.0,0.4897469458987784,0.9188738094567257,0.4291268635579473
Clinica Santa Fé,Centro Comercial Portal 80,0.0,0.39223385689354273,0.7188038803248067,0.326570023431264
Clinica Santa Fé,Centro Comercial Gran Plaza Bosa,0.0,0.7353839441535777,1.4046168921155726,0.669232947961995
Clinica Santa Fé,Centro Comercial Hacienda Santa Barbara,0.0,0.0737347294938918,0.10295943789052388,0.029224708396632076
Clinica Santa Fé,Hospital Simon Bolivar,0.0,0.18760907504363003,0.33435058442900994,0.14674150938537991
Clinica Santa Fé,Universidad del bosque,0.0,0.047556719022687606,0.08388805254484431,0.03633133352215671
Clinica Santa Fé,Hospital Fontibon,0.0,0.6143106457242583,1.1508093454178496,0.5364986996935912
Clinica Santa Fé,Centro Comercial Atlantis Plaza,0.0,0.26352530541012215,0.4104470552878161,0.14692174987769396
Clinica Santa Fé,Clinica Nueva,0.0,0.28294066317626526,0.43544986831569416,0.1525092051394289
Clinica Santa Fé,Clinica Shaio,0.0,0.24956369982547993,0.38067578366305754,0.13111208383757758
Clinica Santa Fé,Centro Comercial Plaza Central,0.0,0.49345549738219896,0.8820539988112486,0.3885985014290496
Clinica Santa Fé,Clinica Orquideas,0.0,0.1974258289703316,0.3503212637361477,0.1528954347658161
Hospital Universitario San Ignacio,Drogueria Colsubsidio Usaquen,0.0,0.293848167539267,0.5374560672225588,0.24360789968329172
Hospital Universitario San Ignacio,El Cubo Colsubsidio,0.0,0.23211169284467714,0.3636615035921602,0.13154981074748306
Hospital Universitario San Ignacio,Clinica del Country,0.0,0.25850785340314136,0.3819468419964931,0.1234389885933517
Hospital Universitario San Ignacio,Los Cobos Medical Center,0.0,0.3542757417102967,0.6445401802611631,0.2902644385508664
Hospital Universitario San Ignacio,Centro de Salud el Carmen,0.050879877582249426,0.40357766143106455,0.7343967722187623,0.2799392332054484
Hospital Universitario San Ignacio,Hospital de Kennedy,0.13236419280795717,0.5021815008726004,0.9906494092095633,0.3561037155290058
Hospital Universitario San Ignacio,Hospital de Suba,0.0,0.5479930191972077,0.9954271670459087,0.447434147848701
Hospital Universitario San Ignacio,Clinica Santa Maria del Lago,0.0,0.39834205933682376,0.6592272976405033,0.2608852383036795
Hospital Universitario San Ignacio,Clinica Universitaria de Colombia,0.0,0.3195898778359511,0.6249172718159186,0.30532739397996755
Hospital Universitario San Ignacio,Universidad Nacional de Colombia,0.0,0.25414485165794065,0.4667771353049783,0.21263228364703762
Hospital Universitario San Ignacio,Universidad de los Andes,0.0,0.17212041884816753,0.2886072741665495,0.11648685531838196
Hospital Universitario San Ignacio,Centro comercial Mazuren,0.0,0.4408813263525305,0.8016712946817012,0.36078996832917065
Hospital Universitario San Ignacio,Compensar Autopista Sur,0.050879877582249426,0.48232984293193715,0.9173279582771445,0.384118237762958
Hospital Universitario San Ignacio,Universidad Javeriana,0.0,0.07286212914485166,0.1189779465354843,0.04611581739063264
Hospital Universitario San Ignacio,Clinica Del Bosque,0.0,0.3739092495636998,0.6787731679920027,0.3048639184283029
